Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
975,1343298,"dev/ABC424d.py",32,0,"class Board():\n\n    """"""\n    二次元ボードを便利に使いやすくするためのクラス\n    """""" \n    ROTATE_0_DEGREE = 0\n    ROTATE_90_DEGREE = 1\n    ROTATE_180_DEGREE = 2\n    ROTATE_270_DEGREE = 3\n\n    # 自作ボードクラスのショートカット関数  \n    def input_board(height:int,f=lambda:input(list())):\n        """"""\n        標準入力からボード作成\n        Args:\n            -  height(int):高さ\n            -  f(function):入力の形式 指定しなかった場合は自動で\n                スペースのない文字列を想定した入力になる\n        Returns:\n            Board:作成されたボードクラス\n        """"""\n        board=[]\n        for i in range(height):\n            board.append(f())\n        return Board(board)\n\n    def input_board_with_wall(height:int,width:int,wall:any,f:lambda x:input(list())):\n        """"""\n        標準入力からボード作成(ATフィールド付)\n        Args:\n            -  height(int):高さ\n            -  width(int):幅\n            -  wall:壁に割り当てる値\n            -  f(function):入力の形式 指定しなかった場合は自動で\n                スペースのない文字列を想定した入力になる\n        Returns:\n            Board:作成されたボードクラス\n        """"""\n        board=[]\n        for i in range(height):\n            board.append(f()+[wall])\n        board.append([wall]*(width+1))\n        return Board(board)\n\n    def create_board(height:int,width:int,initial_value):\n        """"""\n        指定した高さと幅でボードを作成し、全て初期値を代入する。\n\n        Args:\n            -  height (int): 高さ\n            -  width (int): 幅\n            -  initial_value: 初期値 \n\n        Returns:\n            -  Board: 作成されたボード\n        """"""\n        raw_board = []\n        for i in range(height):\n            raw_board.append([initial_value]*width)\n        return Board(raw_board)\n\n\n    def __init__(self,board_data:list):\n        """"""\n        インスタンス生成関数\n        Args:\n            -  board_data(list):生成する元となる二次元配列データ\n        """"""\n        self.__data=[]\n        self.__height=len(board_data)\n        assert 0<self.__height #高さが0以下だった場合はボードの作りようがないためエラー\n        self.__width=len(board_data[0])\n        for i in range(self.__height):\n            assert len(board_data[i])==self.__width #幅がぶれているとこのクラスでは扱えないためエラー\n            self.__data.append(board_data[i])\n        self.__cells=self.__height*self.__width\n\n    def get_height(self):\n        """"""\n        ボードの高さの値を返す関数\n\n        Returns:\n            -  int:heightの値\n        """"""\n        return self.__height\n\n    def get_width(self):\n        """"""\n        ボードの幅の値を返す関数\n\n        Returns:\n            -  int:widthの値\n        """"""\n        return self.__width\n\n\n    def __len__(self):\n        """"""\n        len()を使うための関数\n        レコードの数を返す\n\n        Returns:\n            -  int:二次元配列のレコードの数\n        """"""\n        return self.__cells\n    \n    \n    def __getitem__(self,pos:tuple):\n        """"""\n        board[]を利用するための関数\n        レコードの値を取り出す\n\n        Args:\n            -  (y,x)形式の座標を表すタプル\n        Returns:\n            -  any:テーブルのy行目j列目の値\n        """"""\n        return self.__data[pos[0]][pos[1]]\n    \n    def get(self,pos:tuple):\n        """"""\n        レコードの値を取り出す関数\n\n        Args:\n            -  pos(tuple):(y,x)形式の座標を表すタプル\n        Returns:\n            -  any:テーブルのy行目j列目の値        \n        """"""        \n        return self[pos]\n\n    def __str__(self):\n        """"""\n        str()で呼び出される関数\n        いい感じに整形して出力する\n        Returns:\n            -  str:いい感じに整形された二次元配列の文字列\n        """"""\n        datas=[]\n        sep_count=0\n        for i in range(self.__height):\n            \n            item="" | "".join(str(j) for j in self.__data[i])\n            datas.append(item)\n            sep_count=max(sep_count,len(item))\n            if i==self.__height-1:\n                sep=""\n""+""-""*sep_count+""-\n""\n        return sep.join(datas)\n\n    def set(self,pos,value):\n        """"""\n        値を代入する関数\n        Args:\n            -  pos(tuple):(y,x)形式の座標を表すタプル\n            -  value(any):代入する値\n        """"""\n        self[pos]=value\n\n    def __setitem__(self,pos,value):\n        """"""\n        board[pos]=valueを使えるようにするための関数\n        値を代入する\n        Args:\n            -  pos(tuple):(y,x)形式の座標を表すタプル\n            -  value(any):代入する値\n        """"""\n        self.__data[pos[0]][pos[1]]=value\n\n    def is_inside_positive(self,pos):\n        """"""\n        正の整数の範囲内で指定のposがボードの内側に含まれているかどうかを返す関数\n        \n        Args:\n            -  pos (tuple): (y,x)形式の座標を表すタプル\n        """"""\n        y,x=pos\n        return y<self.__height and x<self.__width\n\n    def is_inside_negative(self,pos):\n        """"""\n        負の整数の範囲内で指定のposがボードの内側に含まれているかどうかを返す関数\n        \n        Args:\n            -  pos (tuple): (y,x)形式の座標を表すタプル\n        """"""\n        y,x=pos\n        return -1*self.__width<=x and -1*self.__height<=y\n    \n\n    def is_inside(self,pos):\n        """"""\n        指定のposがボードの内側に含まれているかどうかを返す関数\n        ただし、マイナスを許容する\n        Args:\n            -  pos(tuple):(y,x)形式の座標を表すタプル\n        Returns:\n            -  bool:含まれているか否か\n        """"""\n        return self.is_inside_positive(pos) or self.is_inside_negative(pos)\n\n    def rotate(self,degree:int):\n        """"""\n        ボードを回転させる関数\n        Args:\n            -  degree(int):ROTATE_**_DEGREE\n        """"""\n        if degree==self.ROTATE_90_DEGREE:\n            self.__data = [list(g) for g in zip(*self.__data[::-1])]\n            self.__height,self.__width=self.__width,self.__height\n        elif degree==self.ROTATE_180_DEGREE:\n            self.__data = [list(g)[::-1] for g in self.__data[::-1]]\n        elif degree==self.ROTATE_270_DEGREE:\n            self.__data = [list(g) for g in zip(*self.__data)][::-1]\n            self.__height,self.__width=self.__width,self.__height\n\n    def __flip_by_vertical(self):\n        """"""\n        ボードを縦方向の線対称に反転する\n        """"""\n        self.__data = [list(g)[::-1] for g in self.__data]\n    \n    def __flip_by_holizontal(self):\n        """"""\n        ボードを横方向の線対称に反転する\n        """"""\n        self.__data = [list(g) for g in self.__data[::-1]]\n    \n    def flip(self,vertical=False,horizontal=False):\n        """"""\n        ボードを縦か横か指定した方向の線対称に反転する\n        Args:\n            -  vertical(bool):初期値はFalseで、Trueにすると縦方向に反転する\n            -  horizontal(bool):初期値はFalseで、Trueにすると横方向に反転する\n        """"""\n        if vertical:\n            self.__flip_by_vertical()\n        if horizontal:\n            self.__flip_by_holizontal()\n\n    def copy(self):\n        """"""\n        コピー関数\n        Returns:\n            -  Board:別インスタンスで、中身が同じボードクラス\n        """"""\n        data=[]\n        for i in range(self.__height):\n            data.append(self.__data[i].copy())\n        return self.__class__(data)\n\n    def fill(self,value):\n        """"""\n        初期化関数\n        valueで指定した値でボードのすべてを埋める\n        Args:\n            -  value(any):埋めたい値\n        """"""\n        for i in range(self.__height):\n            for j in range(self.__width):\n                self.__data[i][j] = value\n\n    def add_wall(self,value):\n        """"""\n        ATフィールド関数\n        valueで指定した値でボードの右端と下端をひとつ増やす。\n        Args:\n            -  value(any):増やしたい値\n        """"""\n        for i in range(self.__height):\n            self.__data[i].append(value)\n        self.__width+=1\n        self.__height+=1\n        self.__data.append([value]*(self.__width))\n    \n    def input(f:callable=int)->tuple:\n        """"""二次元ボードの入力\n\n        Args:\n            -  f (callable, optional): 各要素にかける関数\n\n        Returns:\n            -  tuple: 二次元ボードとHとWの組\n        """"""\n        H,W=map(int,input().split())\n        board = []\n        for i in range(H):\n            board.append(list(map(f,input().split())))\n        return Board(board),H,W\n\n\n",python,content
976,1348745,"dev/ABC424d.py",7352,3,"",python,content
977,1348993,"dev/ABC424d.py",7347,5,"",python,content
978,1349093,"dev/ABC424d.py",7346,1,"",python,content
979,1349257,"dev/ABC424d.py",7340,6,"",python,content
980,1349373,"dev/ABC424d.py",7338,2,"",python,content
981,1349570,"dev/ABC424d.py",7336,2,"",python,content
982,1350193,"dev/ABC424d.py",7336,0,"B",python,content
983,1350405,"dev/ABC424d.py",7337,0,"o",python,content
984,1350569,"dev/ABC424d.py",7338,0,"a",python,content
985,1350691,"dev/ABC424d.py",7339,0,"r",python,content
986,1350863,"dev/ABC424d.py",7340,0,"d",python,content
987,1351079,"dev/ABC424d.py",7341,0,".",python,content
988,1354592,"dev/ABC424d.py",7342,0,"i",python,content
989,1354694,"dev/ABC424d.py",7343,0,"n",python,content
990,1354796,"dev/ABC424d.py",7344,0,"p",python,content
991,1354923,"dev/ABC424d.py",7345,0,"u",python,content
992,1356498,"dev/ABC424d.py",7342,4,"input_board_with_wall",python,content
993,1357253,"dev/ABC424d.py",7363,0,"()",python,content
994,1358590,"dev/ABC424d.py",7364,0,",",python,content
995,1359201,"dev/ABC424d.py",7364,1,"",python,content
996,1359513,"dev/ABC424d.py",7363,2,"",python,content
997,1360028,"dev/ABC424d.py",7363,0,"()",python,content
998,1362236,"dev/ABC424d.py",7363,2,"",python,content
999,1362604,"dev/ABC424d.py",7362,1,"",python,content
1000,1363010,"dev/ABC424d.py",7362,0,"l",python,content
1001,1363953,"dev/ABC424d.py",7342,21,"input_board_with_wall",python,content
1002,1364553,"dev/ABC424d.py",7363,0,"()",python,content
1003,1365413,"dev/ABC424d.py",7363,2,"",python,content
1004,1365635,"dev/ABC424d.py",7342,21,"",python,content
1005,1366430,"dev/ABC424d.py",7341,1,"",python,content
1006,1366682,"dev/ABC424d.py",7341,0,".",python,content
1007,1369329,"dev/ABC424d.py",7342,0,"input_board",python,content
1008,1370433,"dev/ABC424d.py",7353,0,"()",python,content
1009,1371084,"dev/ABC424d.py",7353,2,"",python,content
1010,1371258,"dev/ABC424d.py",7342,11,"",python,content
1011,1373985,"dev/ABC424d.py",7341,1,"",python,content
1012,1374750,"dev/ABC424d.py",7336,5,"",python,content
1013,1375443,"dev/ABC424d.py",7336,0,"B",python,content
1014,1375653,"dev/ABC424d.py",7337,0,"o",python,content
1015,1375722,"dev/ABC424d.py",7338,0,"a",python,content
1016,1375858,"dev/ABC424d.py",7339,0,"r",python,content
1017,1376007,"dev/ABC424d.py",7340,0,"d",python,content
1018,1377806,"dev/ABC424d.py",7341,0,".",python,content
1019,1389349,"dev/ABC424d.py",7341,1,"",python,content
1020,1389561,"dev/ABC424d.py",7341,0,".",python,content
1021,1390948,"dev/ABC424d.py",7342,0,"input_board",python,content
1022,1391882,"dev/ABC424d.py",7353,0,"_",python,content
1023,1392535,"dev/ABC424d.py",7342,12,"input_board_with_wall",python,content
1024,1392910,"dev/ABC424d.py",7363,0,"()",python,content
1025,1403363,"dev/ABC424d.py",7364,0,"H",python,content
1026,1404265,"dev/ABC424d.py",7365,0,",",python,content
1027,1404652,"dev/ABC424d.py",7366,0,"W",python,content
1028,1405453,"dev/ABC424d.py",7367,0,",",python,content
1029,1407948,"dev/ABC424d.py",7368,0,"W",python,content
1030,1409270,"dev/ABC424d.py",7368,1,"",python,content
1031,1410094,"dev/ABC424d.py",7368,0,"""""",python,content
1032,1414371,"dev/ABC424d.py",7369,0,"-",python,content
1033,1415510,"dev/ABC424d.py",7371,0,",",python,content
1034,1416185,"dev/ABC424d.py",7371,1,"",python,content
1035,1436690,"dev/ABC424d.py",7371,0,",",python,content
1036,1437785,"dev/ABC424d.py",7372,0,"i",python,content
1037,1437861,"dev/ABC424d.py",7373,0,"n",python,content
1038,1438002,"dev/ABC424d.py",7374,0,"p",python,content
1039,1438055,"dev/ABC424d.py",7375,0,"u",python,content
1040,1438245,"dev/ABC424d.py",7376,0,"t",python,content
1041,1438849,"dev/ABC424d.py",7377,0,"()",python,content
1042,1439636,"dev/ABC424d.py",7378,0,"l",python,content
1043,1439709,"dev/ABC424d.py",7379,0,"i",python,content
1044,1439877,"dev/ABC424d.py",7380,0,"s",python,content
1045,1439950,"dev/ABC424d.py",7381,0,"t",python,content
1046,1445687,"dev/ABC424d.py",7385,0,"    ",python,content
1047,1445852,"dev/ABC424d.py",7389,0,"p",python,content
1048,1445959,"dev/ABC424d.py",7390,0,"a",python,content
1049,1446040,"dev/ABC424d.py",7391,0,"s",python,content
1050,1446225,"dev/ABC424d.py",7392,0,"s",python,content
1051,1460880,"dev/ABC424d.py",7382,0,"()",python,content
1052,1461233,"dev/ABC424d.py",7382,2,"",python,content
1053,1461742,"dev/ABC424d.py",7381,1,"",python,content
1054,1461999,"dev/ABC424d.py",7378,3,"",python,content
1055,1462249,"dev/ABC424d.py",7377,1,"",python,content
1056,1462574,"dev/ABC424d.py",7372,5,"",python,content
1057,1462916,"dev/ABC424d.py",7372,0,"l",python,content
1058,1463011,"dev/ABC424d.py",7373,0,"i",python,content
1059,1463128,"dev/ABC424d.py",7374,0,"s",python,content
1060,1463204,"dev/ABC424d.py",7375,0,"t",python,content
1061,1463489,"dev/ABC424d.py",7376,0,"()",python,content
1062,1464044,"dev/ABC424d.py",7377,0,"i",python,content
1063,1464140,"dev/ABC424d.py",7378,0,"n",python,content
1064,1464204,"dev/ABC424d.py",7379,0,"p",python,content
1065,1464334,"dev/ABC424d.py",7380,0,"u",python,content
1066,1464482,"dev/ABC424d.py",7381,0,"t",python,content
1067,1464762,"dev/ABC424d.py",7382,0,"()",python,content
1068,1464987,"dev/ABC424d.py",7383,1,")",python,content
1069,1465768,"dev/ABC424d.py",7385,1,"",python,content
1070,1491229,"dev/ABC424d.py",674,1,"",python,content
1071,1491394,"dev/ABC424d.py",673,1,"",python,content
1072,1493636,"dev/ABC424d.py",666,1,"",python,content
1073,1493920,"dev/ABC424d.py",666,0,"=",python,content
1074,1495934,"dev/ABC424c.py",0,0,"# ABC424c\n# 2025-09-20 20:38:35\n\ndef main():\n    # 関数定義スペース\n\n    def func():\n        ...\n\n    ...    \n    # 入力スペース\n\n    N = splitN(input())\n    SKILL = []\n    for i in range(N):\n        a, b = splitA(input())\n        SKILL.append((a,b))\n    ...\n\n    # 処理スペース\n    stack = []\n    done = set()\n\n    req_skills = dict(lambda:[])\n    for i in range(N):\n        a,b = SKILL[i]\n        if a==0 and b == 0:\n            stack.append(i)\n            done.add(i)\n            continue\n        req_skills[a-1].append(i)\n        req_skills[b-1].append(i)\n\n    while stack:\n        t = stack.pop()\n        for i in req_skills[t]:\n            if i not in done:\n                stack.append(i)\n                done.add(i)\n    print(len(done))\n\n\n\n\n\n\n\n    ...\n\n\n\n# テストケース中枢処理\ndef case():\n    TESTCASE = 1\n    # TESTCASE = int(input()) # テストケース数の指定\n    for _ in range(TESTCASE):\n        try:\n            main()\n        except solvedException:\n            continue\n        # raise unSolvedExeption\n\n\n# インポート\nimport sys, itertools, math, heapq\nfrom collections import defaultdict, deque\nfrom sortedcontainers import SortedSet, SortedList, SortedDict  # CPython?\n\n# 定数・環境設定\nsys.setrecursionlimit(10**8)\nsys.set_int_max_str_digits(0)\ndict = defaultdict\nUPPER_ALPHABET = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""\nLOWER_ALPHABET=""abcdefghijklmnopqrstuvwxyz""\nMOD = 998244353\nMAX = 10**18\nLRUD = [(0, 1), (0, -1), (1, 0), (-1, 0)]\nLURULDRD = [(-1, -1), (-1, 1), (1, -1), (1, 1)]\n\n# 各種関数定義(超圧縮)\n## 便利関数\ndef printe(*values,sep="" "",end=""\n""):print(*values,sep=sep,end=end); fin()\ndef prin(stop=False,sep="" "",end=""\n"",file=sys.stdout):return (lambda*values:printe(*values,sep=sep,end=end)) if stop else (lambda*values:print(*values,sep=sep,end=end,file=file))\ndef yes(f=True): printe(""Yes"") if (f) else None\ndef no(f=True): printe(""No"") if (f) else None\ndef debug(*values,sep="" "",end=""\n""): print(*values,sep=sep,end=end,file=sys.stderr)\ndef printYN(f:bool): yes() if f else no()\ndef fin(f=True): raise solvedException if f else None\n## 分割関数\ndef split(value:str|list,sep:str="" "",func:callable=str) -> list:\n    result = []\n    if type(value) == list:\n        for i in range(len(value)):\n            result.append(split(value[i],sep))\n        return result\n    else:\n        if sep in value:\n            for i in value.split(sep):\n                result.append(func(i))\n        else:\n            result.append(func(value))\n        return result\n## 入力受け取り用\ndef input():return(sys.stdin.readline()).rstrip() #入力定数倍\ndef splitS(value:str|list,sep:str="" "")->str:return split(value,sep)[0] #文字列・分割して最初\ndef splitN(value:str|list,sep:str="" "")->int:return split(value,sep,int)[0] # 整数・分割して最初\ndef splitB(value:str|list,sep:str="" "")->list:return list(split(value,sep)) # 文字列・分割してすべて\ndef splitA(value:str|list,sep:str="" "")->list:return list(split(value,sep,int)) # 整数・分割してすべて\n\n# 例外クラス\nclass solvedException(Exception): pass # 処理打ち切り例外\nclass unSolvedExeption(Exception): # 回答未出力例外\n    def __init__(description = ""解答が出力されていません。""): super().__init__(description)\n\n# 実行\nif __name__ == ""__main__"":\n    case()\n",python,tab
